date,new_cases,total_cases,new_deaths,total_deaths,new cases (7 day average),new cases (14 day average),cumulative cases (14 day average),S,C,LCG
2020-09-18,45.0,1405.0,0.0,53.0,31.428571428571427,32.285714285714285,1417.5,0.7746683430156941,458.44503695649564,0.8609286076591767
2020-09-19,81.0,1486.0,0.0,53.0,34.714285714285715,32.285714285714285,1449.7857142857142,0.7883721106580297,450.47618039967244,0.8556393988746898
2020-09-20,0.0,1486.0,0.0,53.0,34.714285714285715,35.142857142857146,1484.9285714285713,0.7776720210467778,497.08799867981355,0.8637616337401495
2020-09-21,0.0,1486.0,0.0,53.0,45.0,35.142857142857146,1520.0714285714287,0.7478543638705898,516.9073649188757,0.8803265278365471
2020-09-22,117.0,1603.0,0.0,53.0,38.57142857142857,35.142857142857146,1555.2142857142858,0.7439478365734128,519.6216852406718,0.8783512489148269
2020-09-23,0.0,1603.0,0.0,53.0,38.857142857142854,37.714285714285715,1592.9285714285713,0.7412320305148966,559.6859360880054,0.7816355788933818
2020-09-24,72.0,1675.0,0.0,53.0,38.857142857142854,37.714285714285715,1630.642857142857,0.7397104796178978,560.8371846664116,0.8183977716787494
2020-09-25,0.0,1675.0,0.0,53.0,38.857142857142854,43.714285714285715,1674.357142857143,0.7413648181285658,648.6106854530474,1.050371124108909
2020-09-26,83.0,1758.0,0.0,53.0,40.714285714285715,40.5,1714.857142857143,0.7520970854829867,592.3437393909137,0.790548187507202
2020-09-27,0.0,1758.0,0.0,53.0,40.714285714285715,39.0,1753.857142857143,0.740155313802379,579.6080795476701,0.540753706642124
2020-09-28,0.0,1758.0,0.0,53.0,42.42857142857143,39.0,1792.857142857143,0.7056283517959763,607.9687684148497,0.5464733444323198
2020-09-29,130.0,1888.0,0.0,53.0,42.42857142857143,39.0,1831.857142857143,0.7021590633149276,610.9726733066292,0.5463027428236078
2020-09-30,0.0,1888.0,0.0,53.0,39.142857142857146,49.214285714285715,1881.0714285714287,0.69433353451878,779.6788084451947,0.5953111199832755
2020-10-01,84.0,1972.0,0.0,53.0,39.142857142857146,49.214285714285715,1930.2857142857142,,,
2020-10-02,0.0,1972.0,0.0,53.0,39.142857142857146,58.214285714285715,1988.5,,,
2020-10-03,60.0,2032.0,0.0,53.0,57.714285714285715,58.214285714285715,2046.7142857142858,,,
2020-10-04,0.0,2032.0,0.0,53.0,57.714285714285715,61.42857142857143,2108.1428571428573,,,
2020-10-05,0.0,2032.0,0.0,53.0,74.0,61.42857142857143,2169.5714285714284,,,
2020-10-06,260.0,2292.0,0.0,53.0,74.0,61.42857142857143,2231.0,,,
2020-10-07,0.0,2292.0,0.0,53.0,83.71428571428571,73.5,2304.5,0.6268675390435257,1289.7461579101848,0.8348249031869699
2020-10-08,198.0,2490.0,0.0,53.0,83.71428571428571,73.5,2378.0,0.6250985338168059,1293.3960907944515,0.8355960265934099
2020-10-09,0.0,2490.0,1.0,54.0,83.71428571428571,81.42857142857143,2459.4285714285716,0.6448618461273032,1389.001832087708,0.7615079933712119
2020-10-10,128.0,2618.0,1.0,55.0,89.28571428571429,81.42857142857143,2540.8571428571427,0.684511648232568,1308.5449868195085,0.792583994589374
2020-10-11,0.0,2618.0,0.0,55.0,89.28571428571429,90.5,2631.3571428571427,0.6784397030303223,1467.3374738440195,0.9288526449894761
2020-10-12,0.0,2618.0,0.0,55.0,88.85714285714286,90.5,2721.8571428571427,0.6256604164508444,1591.1187184369564,0.9620691313994669
2020-10-13,299.0,2917.0,2.0,57.0,88.85714285714286,90.5,2812.3571428571427,0.5462742575543609,1822.3447036600214,1.0928270160080427
2020-10-14,0.0,2917.0,0.0,57.0,97.28571428571429,89.5,2901.8571428571427,0.5212605949452792,1888.6906271964615,0.8847570272880851
2020-10-15,195.0,3112.0,2.0,59.0,97.28571428571429,89.5,2991.3571428571427,0.5046974655834576,1950.6735562102826,
2020-10-16,0.0,3112.0,0.0,59.0,97.28571428571429,88.78571428571429,3080.1428571428573,0.5132587534863103,1902.8274734897557,
2020-10-17,187.0,3299.0,0.0,59.0,89.71428571428571,88.78571428571429,3168.9285714285716,0.5474134733093444,1784.1045293215764,
2020-10-18,0.0,3299.0,0.0,59.0,89.71428571428571,95.85714285714286,3264.785714285714,0.5252350798204347,2007.5364573688707,
2020-10-19,0.0,3299.0,0.0,59.0,88.71428571428571,95.85714285714286,3360.6428571428573,0.462234566515792,2281.154737899827,
2020-10-20,246.0,3545.0,3.0,62.0,88.71428571428571,95.85714285714286,3456.5,0.4753049790240671,2218.4252594904556,
2020-10-21,0.0,3545.0,0.0,62.0,94.42857142857143,95.0,3551.5,0.48701332808088765,2145.7318306213515,0.509035251771575
2020-10-22,188.0,3733.0,1.0,63.0,94.42857142857143,101.07142857142857,3652.5714285714284,0.49766468231642086,2234.0056543912597,0.5465248441052735
2020-10-23,0.0,3733.0,0.0,63.0,94.42857142857143,94.78571428571429,3747.3571428571427,0.5255254144200585,1984.0008276164178,0.3565300432389993
2020-10-24,227.0,3960.0,6.0,69.0,100.28571428571429,98.35714285714286,3845.714285714286,0.5703330745735905,1897.01179830308,0.3713640875393347
2020-10-25,0.0,3960.0,0.0,69.0,112.42857142857143,92.0,3937.714285714286,0.5903877485403027,1714.1277109867328,0.15545481166881547
2020-10-26,0.0,3960.0,0.0,69.0,100.85714285714286,98.5,4036.214285714286,0.5951566806829964,1820.5290054991656,0.13468975589136623
2020-10-27,287.0,4247.0,3.0,72.0,108.0,103.42857142857143,4139.642857142857,0.6002627272214246,1895.3605381774876,0.039285107392895036
2020-10-28,85.0,4332.0,0.0,72.0,89.57142857142857,90.35714285714286,4230.0,0.609788415252887,1629.9564677960907,-0.14733049155015898
2020-10-29,107.0,4439.0,0.0,72.0,102.57142857142857,91.92857142857143,4321.928571428572,0.6224400653945512,1624.597036621187,-0.18291491880901667
2020-10-30,50.0,4489.0,1.0,73.0,112.42857142857143,88.14285714285714,4410.071428571428,0.6187278108501996,1567.0403230123623,-0.19415222826470657
2020-10-31,98.0,4587.0,2.0,75.0,80.42857142857143,94.57142857142857,4504.642857142857,0.6127128163214264,1697.835734090447,-0.04956228271926566
2020-11-01,91.0,4678.0,0.0,75.0,71.42857142857143,78.35714285714286,4583.0,,,
2020-11-02,69.0,4747.0,0.0,75.0,75.42857142857143,91.5,4674.5,,,
2020-11-03,63.0,4810.0,0.0,75.0,81.14285714285714,96.07142857142857,4770.571428571428,,,
2020-11-04,22.0,4832.0,0.0,75.0,67.14285714285714,79.42857142857143,4850.0,,,
2020-11-05,135.0,4967.0,0.0,75.0,80.42857142857143,76.21428571428571,4926.214285714285,,,
2020-11-06,90.0,5057.0,0.0,75.0,79.71428571428571,75.0,5001.214285714285,,,
2020-11-07,0.0,5057.0,0.0,75.0,78.42857142857143,74.92857142857143,5076.142857142857,,,
2020-11-08,184.0,5241.0,0.0,75.0,81.0,73.15384615384616,5113.7692307692305,,,
2020-11-09,64.0,5305.0,0.0,75.0,74.57142857142857,71.66666666666667,5150.083333333333,,,
2020-11-10,54.0,5359.0,0.0,75.0,68.71428571428571,71.9090909090909,5186.727272727273,,,
2020-11-11,40.0,5399.0,0.0,75.0,80.16666666666667,72.8,5224.4,,,
2020-11-12,90.0,5489.0,0.0,75.0,59.4,78.44444444444444,5268.0,,,
2020-11-13,49.0,5538.0,0.0,75.0,58.25,71.375,5305.625,,,
