date,trips between parishes,users making trips between parishes,users making trips,total trips,users present,entrances,stay home users,portion of users staying home,fraction of people not staying home,trips between parishes from La Massana,trips between parishes from Sant Julià de Lòria,90th percentile trips,indoor interaction potential,outdoor interaction potential,interaction potential
2020-08-19,108753,87594,49281,347914,78446.0,11848.0,12846,0.2694663534150025,0.7305336465849974,10896,10143,13.0,413993.62301587296,484064.84920634923,898058.472222222
2020-08-20,111154,89043,50056,363732,78088.0,11354.0,12296,0.2565140294148326,0.7434859705851674,11612,10427,13.0,380051.2837301588,442897.79960317456,822949.0833333333
2020-08-21,104041,84393,47601,335875,76071.0,10480.0,12875,0.2693289264496695,0.7306710735503306,11416,9382,13.0,257357.37698412692,393423.8035714287,650781.1805555556
2020-08-22,88833,73202,44708,297051,77794.0,13289.0,15838,0.3329829282650744,0.6670170717349255,9434,7949,11.0,301548.386904762,357293.25198412687,658841.638888889
2020-08-23,74103,61050,41392,256626,74336.0,9568.0,15713,0.3337794205115133,0.6662205794884867,7937,6278,10.0,223959.94246031746,286686.97420634923,510646.91666666674
2020-08-24,103813,82342,46119,335952,71961.0,10447.0,11620,0.2534074801003162,0.7465925198996838,10666,10284,13.0,369252.5694444444,406639.31944444455,775891.8888888888
2020-08-25,110046,86964,46968,355356,72411.0,9221.0,11333,0.24791634764727757,0.7520836523527225,11498,10417,14.0,382045.75595238095,420943.45238095225,802989.2083333333
2020-08-26,110274,87071,47359,357398,72533.0,8558.0,11021,0.2411755695122218,0.7588244304877783,11700,10177,14.0,372993.32936507935,414523.96230158716,787517.2916666665
2020-08-27,106272,84208,45895,346065,70982.0,7644.0,11308,0.24988398559211544,0.7501160144078846,11404,9786,14.0,351783.06944444444,381176.31944444455,732959.3888888891
2020-08-28,102605,80211,44526,329477,69283.0,7564.0,11280,0.2500387914791745,0.7499612085208255,10361,9393,14.0,365882.0357142858,398469.0892857142,764351.125
2020-08-29,75585,60318,38550,256180,69950.0,8800.0,15299,0.3423973859719798,0.6576026140280202,7369,7569,11.0,271180.9642857143,315963.0496031745,587144.0138888889
2020-08-30,65082,53030,36598,223013,68448.0,7105.0,15362,0.3489301776223141,0.6510698223776858,6730,6067,10.0,194971.92658730157,253420.628968254,448392.5555555556
2020-08-31,92331,73767,40289,298908,64090.0,5751.0,11070,0.2633644993219613,0.7366355006780387,9987,9295,13.0,211706.02976190476,279650.0257936509,491356.0555555556
2020-09-01,95679,75992,41261,312147,64792.0,5613.0,12435,0.2657051282051282,0.7342948717948719,10359,9654,14.0,291803.5178571429,323371.9265873016,615175.4444444445
2020-09-02,102241,81022,42960,329133,66334.0,5888.0,12250,0.2565015285397211,0.7434984714602789,10950,10308,14.0,320252.1448412699,345398.20238095213,665650.347222222
2020-09-03,104212,82626,43628,337439,66915.0,5743.0,12312,0.25539329571855296,0.744606704281447,11042,10350,14.0,345116.126984127,371599.95634920633,716716.0833333333
2020-09-04,105542,83712,44693,336774,69245.0,7756.0,13070,0.26258689275525376,0.7374131072447463,11476,10249,14.0,355251.9841269841,386754.16865079367,742006.1527777779
2020-09-05,83147,68125,41185,277807,74407.0,11145.0,18696,0.36977848101265826,0.6302215189873417,8847,8570,11.0,277290.6170634921,327308.7162698412,604599.3333333333
2020-09-06,62269,51143,36034,216866,71901.0,6991.0,20783,0.4126312863581313,0.5873687136418687,6601,5825,9.0,182796.47222222228,241558.00000000003,424354.47222222225
2020-09-07,92103,72660,39169,293418,65966.0,5316.0,15498,0.3205377456049638,0.6794622543950362,9454,9661,13.0,293274.3769841268,319543.0952380953,612817.472222222
2020-09-08,60907,49830,32502,206956,64915.0,3839.0,18978,0.391654284299158,0.6083457157008421,6659,6280,10.0,126368.78571428571,212726.78373015867,339095.56944444444
2020-09-09,104587,81554,43317,335293,66952.0,5241.0,12636,0.2587382517353646,0.7412617482646354,11251,10149,14.0,376585.60515873024,392210.1448412697,768795.75
2020-09-10,108360,84421,45088,344766,69015.0,6949.0,12630,0.2511084160089071,0.7488915839910929,11705,10706,14.0,394729.0555555556,429991.0,824720.0555555555
2020-09-11,127856,101374,53152,405334,78514.0,14578.0,12445,0.23274298217725495,0.767257017822745,14004,13362,14.0,491134.6329365082,539171.4365079362,1030306.0694444444
2020-09-12,98858,81155,48041,330295,81149.0,11657.0,17582,0.3262208698233635,0.6737791301766365,10917,8645,12.0,365569.2579365079,422536.2142857144,788105.4722222221
2020-09-13,73299,60079,41274,254268,74805.0,6309.0,18476,0.35177639846159703,0.648223601538403,8145,5751,10.0,229590.5337301588,303923.7162698413,533514.2500000001
2020-09-14,104250,80829,42111,325834,64721.0,4025.0,12294,0.2536623612429332,0.7463376387570668,11377,10415,14.0,329455.6011904762,365881.5376984126,695337.1388888889
2020-09-15,103113,80156,41834,320679,64800.0,3755.0,12702,0.2616756968336046,0.7383243031663954,11283,10317,14.0,334101.1349206349,378389.97619047615,712491.1111111111
2020-09-16,76142,63089,38422,247236,64147.0,2614.0,14927,0.3072284197093813,0.6927715802906187,8582,8331,11.0,200257.52777777772,195090.1805555556,395347.70833333326
2020-09-17,123465,92611,48586,453880,67610.0,6162.0,9705,0.19420875690386616,0.8057912430961338,12805,12763,18.0,486834.4226190476,289739.49404761905,776573.9166666667
2020-09-18,121274,92360,49140,441211,69198.0,6310.0,10257,0.19854435647780724,0.8014556435221928,12946,13187,17.0,449097.4543650793,288879.2261904762,737976.6805555555
2020-09-19,97077,74961,46488,373745,75357.0,10209.0,15721,0.29646601795277966,0.7035339820472204,9163,10543,14.0,433259.4603174603,253528.41468253967,686787.875
2020-09-20,77552,60698,44477,320910,73469.0,5963.0,15594,0.29555921987831923,0.7044407801216808,7738,7575,13.0,289034.0575396825,210920.40079365077,499954.45833333326
2020-09-21,112692,84523,45727,416406,66314.0,3841.0,10894,0.21842168578073623,0.7815783142192638,12086,11676,17.0,402870.37301587313,233843.23809523808,636713.6111111111
2020-09-22,117885,87923,46715,435045,66812.0,3831.0,10484,0.20972613975074517,0.7902738602492548,12557,12132,17.0,423368.55357142846,275326.6964285715,698695.2499999999
2020-09-23,121847,91410,47811,446321,67714.0,4175.0,10152,0.2015125349848151,0.7984874650151849,13178,12624,18.0,471196.6765873017,282836.7261904762,754033.402777778
2020-09-24,120799,90365,47992,439485,68912.0,5036.0,10791,0.21143069869508993,0.7885693013049101,12705,12809,17.0,460974.7876984126,284087.39285714284,745062.1805555555
2020-09-25,119247,90900,49508,435691,71212.0,6424.0,11037,0.2092242948134668,0.7907757051865332,12930,13115,17.0,455037.1726190476,284354.88293650805,739392.0555555556
2020-09-26,94880,73308,46142,365484,76092.0,8893.0,16502,0.3070425155828449,0.6929574844171551,8969,10376,14.0,395071.49999999977,280008.68055555556,675080.1805555555
2020-09-27,73476,56971,42985,307508,74246.0,5325.0,16905,0.31748863764414226,0.6825113623558577,7370,7267,12.0,281562.6587301588,215404.73015873015,496967.388888889
2020-09-28,111273,84414,45756,417279,66995.0,3261.0,10991,0.21994316817417753,0.7800568318258225,12036,11859,17.0,416498.8075396826,233001.15079365077,649499.9583333335
2020-09-29,120332,89694,47097,442628,67655.0,3655.0,10345,0.20767254185570322,0.7923274581442967,12489,12494,17.0,448806.4900793651,286340.7043650793,735147.1944444445
2020-09-30,122024,90947,47281,445164,67694.0,3651.0,10018,0.2022408398102352,0.7977591601897648,12866,12653,18.0,477119.18055555545,280717.388888889,757836.5694444445
2020-10-07,120718,89322,47283,456610,67937.0,6130.0,10007,0.20582488327608547,0.7941751167239145,12365,12364,18.0,474528.5595238097,267607.5932539682,742136.152777778
2020-10-08,116271,87958,48462,452610,69773.0,5239.0,10109,0.20430064064994644,0.7956993593500535,12447,12882,17.0,498686.255952381,276282.21626984136,774968.4722222224
2020-10-09,127793,98065,53407,472848,76178.0,10734.0,10517,0.19588377723970946,0.8041162227602905,13572,15289,17.0,537957.640873016,314629.0813492064,852586.7222222224
2020-10-10,109608,88575,55185,415358,88591.0,17338.0,15877,0.2764823683064867,0.7235176316935132,11457,13322,14.0,504822.1408730156,347159.4841269841,851981.6249999999
2020-10-11,98646,79716,54633,394209,90014.0,12728.0,17231,0.29627400746230165,0.7037259925376984,10172,10911,13.0,450477.2837301586,331950.6468253969,782427.9305555555
2020-10-12,125994,97020,56258,482375,79982.0,5180.0,11609,0.20859237431271788,0.7914076256872822,13435,10872,17.0,514026.4464285715,346889.5535714286,860916.0
2020-10-13,111418,84643,47050,433564,68182.0,3404.0,10554,0.2145383583363825,0.7854616416636175,11985,12495,17.0,490961.3432539683,239362.11507936503,730323.4583333333
2020-10-14,99824,77022,44376,373270,66676.0,2555.0,11403,0.2342777309802149,0.7657222690197851,10689,10613,15.0,422601.98214285704,229990.5873015872,652592.569444444
2020-10-15,107280,82201,45322,418989,66434.0,2519.0,10906,0.22423719055843408,0.775762809441566,11666,11797,17.0,407056.1884920634,224146.70039682533,631202.8888888889
2020-10-16,115851,88798,48223,437215,69609.0,5760.0,10600,0.21088651917873627,0.7891134808212638,12451,13127,17.0,466760.4424603175,255179.71031746024,721940.1527777779
2020-10-17,90329,72829,46835,363071,77020.0,10916.0,15298,0.2944867944867945,0.7055132055132055,9241,10500,14.0,394770.4404761904,240564.6428571428,635335.0833333331
2020-10-18,69536,56097,43193,307524,75643.0,6616.0,16372,0.3159519857964414,0.6840480142035585,7526,7020,12.0,294246.7539682539,179615.25992063485,473862.0138888888
2020-10-19,107674,82922,47271,427434,68742.0,4275.0,10505,0.21361612135754518,0.7863838786424548,11937,12046,17.0,463916.4841269842,222819.96031746035,686736.4444444445
2020-10-20,105593,81625,46173,408852,72464.0,3722.0,11731,0.2350713369669766,0.7649286630330234,11352,11868,16.0,449149.44444444455,248620.59722222228,697770.0416666667
2020-10-21,109637,84538,47477,436942,76155.0,3691.0,11810,0.2332194553604929,0.7667805446395071,12010,12403,17.0,488849.0376984126,222842.5178571429,711691.5555555555
2020-10-22,110389,83557,46482,422833,79983.0,3828.0,13068,0.2539694879020503,0.7460305120979497,11846,11892,16.0,407177.2738095239,249198.7261904761,656376.0
2020-10-23,118112,91866,49880,445388,86877.0,6894.0,13249,0.24570220499601284,0.7542977950039872,12779,13417,16.0,504378.5952380953,254747.36309523816,759125.9583333335
2020-10-24,93318,75108,47887,366138,98455.0,11578.0,19389,0.3437034673473729,0.6562965326526271,9484,10775,12.0,445826.8511904763,243998.63492063488,689825.4861111111
2020-10-25,68497,55238,43311,302535,105746.0,7291.0,22387,0.39101198169560203,0.608988018304398,7150,7048,10.0,282681.62103174604,157272.51785714287,439954.13888888893
2020-10-26,101393,77004,44864,399186,109668.0,3922.0,21018,0.3604960293638406,0.6395039706361594,10222,10786,13.0,410004.1964285713,232190.49801587305,642194.6944444444
2020-10-27,105125,79763,45621,411879,113915.0,4247.0,21687,0.3666131349843631,0.6333868650156369,10743,10899,13.0,440402.9603174603,226198.63690476192,666601.5972222221
2020-10-28,107331,81444,46238,419586,119243.0,5328.0,22306,0.3717356886926089,0.6282643113073911,11185,11347,13.0,456802.20634920633,226626.61309523805,683428.8194444443
2020-10-29,108743,82830,47651,425297,125917.0,6674.0,22633,0.3707410562180579,0.629258943781942,11360,11921,12.0,436987.6587301586,236744.06349206352,673731.7222222221
